APMC,Variety,Unit,Quantity,Lrate,Hrate,Modal
HINGNA,----,QUINTAL,1,1000,1000,1000
PUNE,LOCAL,NAG,1445,4,7,5
PUNE-PIMPRI,LOCAL,NAG,750,5,7,6
NAGPUR,LOCAL,QUINTAL,40,1500,2000,1875
KAMTHI,LOCAL,QUINTAL,4,600,1000,800
