APMC,Variety,Unit,Quantity,Lrate,Hrate,Modal
RAHATA,----,QUINTAL,4,3000,4000,3500
PUNE,LOCAL,QUINTAL,131,2000,3000,2500
PUNE-PIMPRI,LOCAL,QUINTAL,1,3200,3200,3200
BHUSAVAL,LOCAL,QUINTAL,8,2000,2000,2000
