APMC,Variety,Unit,Quantity,Lrate,Hrate,Modal
CHHATRAPATI SAMBHAJINAGAR,----,QUINTAL,14,6000,9000,7500
NASHIK,HAPUS,QUINTAL,17,20000,35000,28000
MUMBAI-FRUIT MARKET,HAPUS,QUINTAL,8882,10000,25000,17500
AMARAWATI-FRUIT AND VEGETABLES,LOCAL,QUINTAL,120,3000,4200,3600
MUMBAI-FRUIT MARKET,LOCAL,QUINTAL,4475,3000,5000,4000
KAMTHI,LOCAL,QUINTAL,3,2500,3500,3000
SOLAPUR,No. 1,NAG,20,2000,3600,3200
SOLAPUR,No. 1,QUINTAL,33,1000,7000,4000
