APMC,Variety,Unit,Quantity,Lrate,Hrate,Modal
AMARAWATI-FRUIT AND VEGETABLES,----,QUINTAL,10,800,1000,900
PUNE,LOCAL,QUINTAL,8,600,1600,1200
NAGPUR,LOCAL,QUINTAL,180,600,1000,800
MUMBAI,LOCAL,QUINTAL,90,2500,3500,3000
